donor,directory,direct_files,direct_dirs
Marzban-master,xray_api/proto/app/proxyman,2,1
Marzban-master,xray_api/proto/app/proxyman/command,2,0
Marzban-master,xray_api/proto/app/observatory,2,2
Marzban-master,xray_api/proto/app/observatory/burst,2,0
Marzban-master,xray_api/proto/app/observatory/command,2,0
Marzban-master,xray_api/proto/app/metrics,2,0
Marzban-master,xray_api/proto/app/reverse,2,0
Marzban-master,xray_api/proto/app/log,2,1
Marzban-master,xray_api/proto/app/log/command,2,0
Marzban-master,xray_api/proto/app/dispatcher,2,0
Marzban-master,xray_api/proto/app/policy,2,0
Marzban-master,xray_api/proto/app/commander,2,0
Marzban-master,xray_api/proto/common,0,4
Marzban-master,xray_api/proto/common/net,8,0
Marzban-master,xray_api/proto/common/protocol,6,0
Marzban-master,xray_api/proto/common/serial,2,0
Marzban-master,xray_api/proto/common/log,2,0
Marzban-master,xray_api/proto/proxy,0,14
Marzban-master,xray_api/proto/proxy/mtproto,2,0
Marzban-master,xray_api/proto/proxy/http,2,0
Marzban-master,xray_api/proto/proxy/dokodemo,2,0
Marzban-master,xray_api/proto/proxy/loopback,2,0
Marzban-master,xray_api/proto/proxy/vless,2,3
Marzban-master,xray_api/proto/proxy/vless/outbound,2,0
Marzban-master,xray_api/proto/proxy/vless/encoding,2,0
Marzban-master,xray_api/proto/proxy/vless/inbound,2,0
Marzban-master,xray_api/proto/proxy/dns,2,0
Marzban-master,xray_api/proto/proxy/socks,2,0
Marzban-master,xray_api/proto/proxy/shadowsocks,2,0
Marzban-master,xray_api/proto/proxy/trojan,2,0
Marzban-master,xray_api/proto/proxy/shadowsocks_2022,2,0
Marzban-master,xray_api/proto/proxy/wireguard,2,0
Marzban-master,xray_api/proto/proxy/blackhole,2,0
Marzban-master,xray_api/proto/proxy/freedom,2,0
Marzban-master,xray_api/proto/proxy/vmess,2,2
Marzban-master,xray_api/proto/proxy/vmess/outbound,2,0
Marzban-master,xray_api/proto/proxy/vmess/inbound,2,0
Marzban-master,xray_api/proto/core,2,0
Marzban-master,xray_api/proto/transport,0,2
Marzban-master,xray_api/proto/transport/internet,2,14
Marzban-master,xray_api/proto/transport/internet/http,2,0
Marzban-master,xray_api/proto/transport/internet/domainsocket,2,0
Marzban-master,xray_api/proto/transport/internet/httpupgrade,2,0
Marzban-master,xray_api/proto/transport/internet/xtls,2,0
Marzban-master,xray_api/proto/transport/internet/websocket,2,0
Marzban-master,xray_api/proto/transport/internet/tcp,2,0
Marzban-master,xray_api/proto/transport/internet/kcp,2,0
Marzban-master,xray_api/proto/transport/internet/quic,2,0
Marzban-master,xray_api/proto/transport/internet/udp,2,0
Marzban-master,xray_api/proto/transport/internet/reality,2,0
Marzban-master,xray_api/proto/transport/internet/grpc,2,1
Marzban-master,xray_api/proto/transport/internet/grpc/encoding,2,0
Marzban-master,xray_api/proto/transport/internet/splithttp,2,0
Marzban-master,xray_api/proto/transport/internet/headers,0,8
Marzban-master,xray_api/proto/transport/internet/headers/srtp,2,0
Marzban-master,xray_api/proto/transport/internet/headers/http,2,0
Marzban-master,xray_api/proto/transport/internet/headers/noop,2,0
Marzban-master,xray_api/proto/transport/internet/headers/dns,2,0
Marzban-master,xray_api/proto/transport/internet/headers/wechat,2,0
Marzban-master,xray_api/proto/transport/internet/headers/utp,2,0
Marzban-master,xray_api/proto/transport/internet/headers/wireguard,2,0
Marzban-master,xray_api/proto/transport/internet/headers/tls,2,0
Marzban-master,xray_api/proto/transport/internet/tls,2,0
Marzban-master,xray_api/proto/transport/global,2,0
Marzban-master,xray_api/types,3,0
Marzban-master,.github,0,2
Marzban-master,.github/workflows,2,0
Marzban-master,.github/ISSUE_TEMPLATE,2,0
Marzban-master,cli,6,0
Proxy-client-collection-main,.,2,0
Se7en-Pro-1.0.0,.,5,2
Se7en-Pro-1.0.0,PsiphonUI,5,9
Se7en-Pro-1.0.0,PsiphonUI/Views,14,0
Se7en-Pro-1.0.0,PsiphonUI/Themes,2,0
Se7en-Pro-1.0.0,PsiphonUI/Assets,5,0
Se7en-Pro-1.0.0,PsiphonUI/Services,30,0
Se7en-Pro-1.0.0,PsiphonUI/Resources,5,2
Se7en-Pro-1.0.0,PsiphonUI/Resources/Flags,60,0
Se7en-Pro-1.0.0,PsiphonUI/Resources/sing-box,2,0
Se7en-Pro-1.0.0,PsiphonUI/tools,2,0
Se7en-Pro-1.0.0,PsiphonUI/ViewModels,8,0
Se7en-Pro-1.0.0,PsiphonUI/Converters,3,0
Se7en-Pro-1.0.0,PsiphonUI/Models,2,0
Se7en-Pro-1.0.0,.git,6,5
Se7en-Pro-1.0.0,.git/refs,0,2
Se7en-Pro-1.0.0,.git/refs/remotes,0,1
Se7en-Pro-1.0.0,.git/refs/remotes/origin,1,0
Se7en-Pro-1.0.0,.git/refs/heads,1,0
Se7en-Pro-1.0.0,.git/objects,0,1
Se7en-Pro-1.0.0,.git/objects/pack,3,0
Se7en-Pro-1.0.0,.git/info,1,0
Se7en-Pro-1.0.0,.git/logs,1,1
Se7en-Pro-1.0.0,.git/logs/refs,0,2
Se7en-Pro-1.0.0,.git/logs/refs/remotes,0,1
Se7en-Pro-1.0.0,.git/logs/refs/remotes/origin,1,0
Se7en-Pro-1.0.0,.git/logs/refs/heads,1,0
Se7en-Pro-1.0.0,.git/hooks,14,0
Serverless-for-Iran-main,.,6,1
Serverless-for-Iran-main,Subscription,1,0
Subnet-Divider-main,.,2,0
V2RayN-PRO-main(1),.,12,3
V2RayN-PRO-main(1),images,1,0
V2RayN-PRO-main(1),guiConfigs,6,0
V2RayN-PRO-main(1),example,0,1
V2RayN-PRO-main(1),example/v2rayN-Pro,8,2
V2RayN-PRO-main(1),example/v2rayN-Pro/bin,5,4
V2RayN-PRO-main(1),example/v2rayN-Pro/bin/Xray,4,0
V2RayN-PRO-main(1),example/v2rayN-Pro/bin/srss,17,0
V2RayN-PRO-main(1),example/v2rayN-Pro/bin/mihomo,1,0
V2RayN-PRO-main(1),example/v2rayN-Pro/bin/sing_box,1,0
V2RayN-PRO-main(1),example/v2rayN-Pro/guiConfigs,6,0
V2ray-for-Doprax-main(1),.,8,1
V2ray-for-Doprax-main(1),.github,1,0
bia-pain-bache-main,.,5,2
bia-pain-bache-main,src,1,0
bia-pain-bache-main,docs,5,1
bia-pain-bache-main,docs/assets,0,1
bia-pain-bache-main,docs/assets/images,39,0
caddy-master,.,45,7
caddy-master,modules,0,10
caddy-master,modules/caddypki,9,1
caddy-master,modules/caddypki/acmeserver,6,0
caddy-master,modules/caddyfs,1,0
caddy-master,modules/logging,13,0
caddy-master,modules/caddytls,34,2
caddy-master,modules/caddytls/distributedstek,1,0
caddy-master,modules/caddytls/standardstek,1,0
caddy-master,modules/caddyhttp,34,15
caddy-master,modules/caddyhttp/fileserver,10,1
caddy-master,modules/caddyhttp/fileserver/testdata,8,2
caddy-master,modules/caddyhttp/fileserver/testdata/foo.php.php,1,0
caddy-master,modules/caddyhttp/fileserver/testdata/foodir,2,0
caddy-master,modules/caddyhttp/reverseproxy,27,2
caddy-master,modules/caddyhttp/reverseproxy/fastcgi,10,0
caddy-master,modules/caddyhttp/reverseproxy/forwardauth,1,0
caddy-master,modules/caddyhttp/proxyprotocol,3,0
caddy-master,modules/caddyhttp/encode,7,4
caddy-master,modules/caddyhttp/encode/brotli,1,0
caddy-master,modules/caddyhttp/encode/gzip,2,0
caddy-master,modules/caddyhttp/encode/testdata,5,0
caddy-master,modules/caddyhttp/encode/zstd,2,0
caddy-master,modules/caddyhttp/push,4,0
caddy-master,modules/caddyhttp/templates,6,0
caddy-master,modules/caddyhttp/logging,2,0
caddy-master,modules/caddyhttp/tracing,6,0
caddy-master,modules/caddyhttp/requestbody,2,0
caddy-master,modules/caddyhttp/caddyauth,7,0
caddy-master,modules/caddyhttp/rewrite,3,0
caddy-master,modules/caddyhttp/map,3,0
caddy-master,modules/caddyhttp/intercept,1,0
caddy-master,modules/caddyhttp/headers,3,0
caddy-master,modules/caddyhttp/standard,1,0
caddy-master,modules/filestorage,1,0
caddy-master,modules/metrics,3,0
caddy-master,modules/caddyevents,1,1
caddy-master,modules/caddyevents/eventsconfig,1,0
caddy-master,modules/internal,0,1
caddy-master,modules/internal/network,1,0
caddy-master,modules/standard,1,0
caddy-master,caddytest,8,1
caddy-master,caddytest/integration,18,2
caddy-master,caddytest/integration/caddyfile_adapt,230,0
caddy-master,caddytest/integration/testdata,8,0
caddy-master,caddyconfig,3,2
caddy-master,caddyconfig/caddyfile,13,1
caddy-master,caddyconfig/caddyfile/testdata,13,1
caddy-master,caddyconfig/caddyfile/testdata/glob,2,0
caddy-master,caddyconfig/httpcaddyfile,17,1
caddy-master,caddyconfig/httpcaddyfile/testdata,3,0
caddy-master,notify,3,0
caddy-master,.github,5,2
caddy-master,.github/workflows,9,0
caddy-master,.github/ISSUE_TEMPLATE,2,0
caddy-master,cmd,12,1
caddy-master,cmd/caddy,2,0
caddy-master,internal,5,3
caddy-master,internal/filesystems,2,0
caddy-master,internal/testmocks,1,0
caddy-master,internal/metrics,2,0
coredns-master,.,30,10
coredns-master,coremain,5,0
coredns-master,test,56,0
coredns-master,plugin,10,63
coredns-master,plugin/autopath,7,0
coredns-master,plugin/bind,5,0
coredns-master,plugin/cache,18,1
coredns-master,plugin/cache/freq,2,0
coredns-master,plugin/etcd,13,1
coredns-master,plugin/etcd/msg,6,0
coredns-master,plugin/dnstap,12,1
coredns-master,plugin/dnstap/msg,2,0
coredns-master,plugin/k8s_external,10,0
coredns-master,plugin/https3,3,0
coredns-master,plugin/ready,7,0
coredns-master,plugin/root,4,0
coredns-master,plugin/test,6,1
coredns-master,plugin/test/testdata,1,0
coredns-master,plugin/template,8,0
coredns-master,plugin/shed,9,0
coredns-master,plugin/import,1,0
coredns-master,plugin/local,6,0
coredns-master,plugin/header,6,0
coredns-master,plugin/nomad,8,0
coredns-master,plugin/secondary,8,0
coredns-master,plugin/reload,7,0
coredns-master,plugin/metadata,7,0
coredns-master,plugin/loop,6,0
coredns-master,plugin/bufsize,5,0
coredns-master,plugin/route53,6,0
coredns-master,plugin/geoip,7,1
coredns-master,plugin/geoip/testdata,4,0
coredns-master,plugin/nsid,6,0
coredns-master,plugin/view,7,0
coredns-master,plugin/cancel,4,0
coredns-master,plugin/kubernetes,42,1
coredns-master,plugin/kubernetes/object,10,0
coredns-master,plugin/health,8,0
coredns-master,plugin/chaos,8,0
coredns-master,plugin/deprecated,1,0
coredns-master,plugin/timeouts,3,0
coredns-master,plugin/dns64,6,0
coredns-master,plugin/clouddns,7,0
coredns-master,plugin/hosts,11,0
coredns-master,plugin/forward,15,0
coredns-master,plugin/pkg,0,28
coredns-master,plugin/pkg/cache,3,0
coredns-master,plugin/pkg/expression,2,0
coredns-master,plugin/pkg/durations,2,0
coredns-master,plugin/pkg/parse,6,0
coredns-master,plugin/pkg/edns,2,0
coredns-master,plugin/pkg/rand,2,0
coredns-master,plugin/pkg/proxy,11,0
coredns-master,plugin/pkg/fuzz,1,0
coredns-master,plugin/pkg/rcode,2,0
coredns-master,plugin/pkg/uniq,2,0
coredns-master,plugin/pkg/nonwriter,2,0
coredns-master,plugin/pkg/dnstest,6,0
coredns-master,plugin/pkg/proxyproto,3,0
coredns-master,plugin/pkg/upstream,1,0
coredns-master,plugin/pkg/catalog,2,0
coredns-master,plugin/pkg/doh,2,0
coredns-master,plugin/pkg/cidr,2,0
coredns-master,plugin/pkg/trace,1,0
coredns-master,plugin/pkg/transport,1,0
coredns-master,plugin/pkg/replacer,2,0
coredns-master,plugin/pkg/log,6,0
coredns-master,plugin/pkg/up,2,0
coredns-master,plugin/pkg/dnsutil,13,0
coredns-master,plugin/pkg/response,3,0
coredns-master,plugin/pkg/fall,2,0
coredns-master,plugin/pkg/tls,2,0
coredns-master,plugin/pkg/reuseport,2,0
coredns-master,plugin/pkg/singleflight,2,0
coredns-master,plugin/whoami,7,0
coredns-master,plugin/multisocket,3,0
coredns-master,plugin/proxyproto,3,0
coredns-master,plugin/quic,3,0
coredns-master,plugin/auto,15,0
coredns-master,plugin/loadbalance,11,0
coredns-master,plugin/pprof,6,0
coredns-master,plugin/debug,6,0
coredns-master,plugin/rewrite,22,0
coredns-master,plugin/errors,7,0
coredns-master,plugin/tsig,5,0
coredns-master,plugin/trace,7,0
coredns-master,plugin/minimal,5,0
coredns-master,plugin/sign,14,1
coredns-master,plugin/sign/testdata,4,0
coredns-master,plugin/metrics,11,2
coredns-master,plugin/metrics/test_data,0,1
coredns-master,plugin/metrics/test_data/configs,8,0
coredns-master,plugin/metrics/vars,4,0
coredns-master,plugin/acl,6,0
coredns-master,plugin/azure,5,0
coredns-master,plugin/file,39,2
coredns-master,plugin/file/tree,11,0
coredns-master,plugin/file/rrutil,1,0
coredns-master,plugin/https,3,0
coredns-master,plugin/grpc,12,0
coredns-master,plugin/log,5,0
coredns-master,plugin/any,5,0
coredns-master,plugin/erratic,9,0
coredns-master,plugin/dnssec,18,0
coredns-master,plugin/transfer,9,0
coredns-master,plugin/tls,9,0
coredns-master,plugin/grpc_server,3,0
coredns-master,core,1,2
coredns-master,core/plugin,1,0
coredns-master,core/dnsserver,28,0
coredns-master,pb,4,0
coredns-master,.github,6,2
coredns-master,.github/workflows,12,0
coredns-master,.github/ISSUE_TEMPLATE,3,0
coredns-master,.circleci,1,0
coredns-master,man,62,0
coredns-master,request,6,0
coredns-master,notes,85,0
defyxVPN-main(1),.,12,13
defyxVPN-main(1),test,1,0
defyxVPN-main(1),docs,1,0
defyxVPN-main(1),android,4,2
defyxVPN-main(1),android/app,2,2
defyxVPN-main(1),android/app/src,0,3
defyxVPN-main(1),android/app/src/profile,1,0
defyxVPN-main(1),android/app/src/main,1,2
defyxVPN-main(1),android/app/src/main/kotlin,0,1
defyxVPN-main(1),android/app/src/main/kotlin/com,0,1
defyxVPN-main(1),android/app/src/main/kotlin/com/defyx,0,1
defyxVPN-main(1),android/app/src/main/kotlin/com/defyx/defyx,2,0
defyxVPN-main(1),android/app/src/main/res,0,24
defyxVPN-main(1),android/app/src/main/res/drawable-hdpi,1,0
defyxVPN-main(1),android/app/src/main/res/drawable-night-xxhdpi,1,0
defyxVPN-main(1),android/app/src/main/res/values-night,1,0
defyxVPN-main(1),android/app/src/main/res/drawable-night-mdpi,1,0
defyxVPN-main(1),android/app/src/main/res/mipmap-xxhdpi,4,0
defyxVPN-main(1),android/app/src/main/res/drawable-night-xxxhdpi,1,0
defyxVPN-main(1),android/app/src/main/res/values-v31,1,0
defyxVPN-main(1),android/app/src/main/res/drawable-night-hdpi,1,0
defyxVPN-main(1),android/app/src/main/res/mipmap-anydpi-v26,1,0
defyxVPN-main(1),android/app/src/main/res/drawable,4,0
defyxVPN-main(1),android/app/src/main/res/mipmap-xhdpi,4,0
defyxVPN-main(1),android/app/src/main/res/mipmap-xxxhdpi,4,0
defyxVPN-main(1),android/app/src/main/res/drawable-xhdpi,1,0
defyxVPN-main(1),android/app/src/main/res/values-night-v31,1,0
defyxVPN-main(1),android/app/src/main/res/drawable-xxhdpi,1,0
defyxVPN-main(1),android/app/src/main/res/drawable-v21,2,0
defyxVPN-main(1),android/app/src/main/res/drawable-night,2,0
defyxVPN-main(1),android/app/src/main/res/mipmap-mdpi,4,0
defyxVPN-main(1),android/app/src/main/res/mipmap-hdpi,4,0
defyxVPN-main(1),android/app/src/main/res/drawable-night-xhdpi,1,0
defyxVPN-main(1),android/app/src/main/res/values,2,0
defyxVPN-main(1),android/app/src/main/res/drawable-night-v21,2,0
defyxVPN-main(1),android/app/src/main/res/drawable-xxxhdpi,1,0
defyxVPN-main(1),android/app/src/main/res/drawable-mdpi,1,0
defyxVPN-main(1),android/app/src/debug,1,0
defyxVPN-main(1),android/app/libs,1,0
defyxVPN-main(1),android/gradle,0,1
defyxVPN-main(1),android/gradle/wrapper,1,0
defyxVPN-main(1),linux,3,2
defyxVPN-main(1),linux/runner,15,0
