donor,path,direct_surface_count,recursive_surface_count,semantic_record_ids,notes
VpnHood-develop,src/Core/VpnHood.Core.PacketTransports,9,9,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Packets,19,21,S7-025,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Packets/Extensions,2,2,S7-025,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Proxies.Management,5,5,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Proxies.Management.Abstractions,18,20,S7-021;S7-022;S7-023;S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Proxies.Management.Abstractions/Options,2,2,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Proxies.Management.Sqlite,3,3,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Quic.Abstractions,8,8,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Quic.Android,7,8,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Quic.Android/Interop,1,1,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Quic.Ios,14,14,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Quic.MsQuic,6,6,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Server,24,42,S7-026,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Server/Abstractions,3,3,S7-026,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Server/Exceptions,7,7,S7-026,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Server/Listeners,3,3,S7-026,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Server/SystemInformation,3,3,S7-026,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Server/Utils,2,2,S7-026,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Server.Access,6,17,S7-026,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Server.Access/Configurations,5,5,S7-026,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Server.Access/Managers,1,3,S7-026,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Server.Access/Managers/HttpAccessManagers,2,2,S7-026,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Server.Access/Messaging,3,3,S7-026,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Server.Access.FileAccessManager,3,10,S7-026,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Server.Access.FileAccessManager/Dtos,4,4,S7-026,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Server.Access.FileAccessManager/Services,3,3,S7-026,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.TcpStack,8,10,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.TcpStack/Primitives,2,2,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.TcpStack.Abstractions,5,5,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit,2,109,S7-024;S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit/ApiClients,5,5,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit/Collections,5,5,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit/Converters,6,6,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit/Exceptions,3,3,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit/Extensions,4,4,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit/Generics,2,2,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit/Graphics,2,2,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit/Jobs,3,3,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit/Logging,15,15,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit/Memory,3,3,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit/Monitoring,2,2,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit/Net,18,18,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit/Sockets,2,2,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit/Streams,6,6,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit/Trackers,6,13,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit/Trackers/Ga4Measurements,4,4,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit/Trackers/Ga4Tags,3,3,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Toolkit/Utils,18,18,S7-024;S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Tunneling,9,76,S7-023;S7-025,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Tunneling/Channels,14,19,S7-025,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Tunneling/Channels/Streams,5,5,S7-025,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Tunneling/Connections,6,6,S7-025,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Tunneling/Cryptography,3,3,S7-025,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Tunneling/DatagramMessaging,4,4,S7-025,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Tunneling/Exceptions,3,3,S7-025,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Tunneling/Messaging,12,12,S7-023;S7-025,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Tunneling/Proxies,10,10,S7-025,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Tunneling/Sockets,2,2,S7-025,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Tunneling/Utils,6,6,S7-025,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.Tunneling/WebSockets,2,2,S7-025,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.VpnAdapters.Abstractions,6,6,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.VpnAdapters.AndroidTun,3,5,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.VpnAdapters.AndroidTun/AndroidNative,2,2,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.VpnAdapters.IosTun,4,6,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.VpnAdapters.IosTun/Utils,2,2,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.VpnAdapters.LinuxTun,3,8,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.VpnAdapters.LinuxTun/LinuxNative,5,5,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.VpnAdapters.WinDivert,5,6,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.VpnAdapters.WinDivert/Resources,1,1,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.VpnAdapters.WinTun,5,14,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.VpnAdapters.WinTun/Resources,1,1,S7-029,descendant-accountability
VpnHood-develop,src/Core/VpnHood.Core.VpnAdapters.WinTun/WinNative,8,8,S7-029,descendant-accountability
VpnHood-develop,tests,0,106,S7-024;S7-028,descendant-accountability
VpnHood-develop,tests/VpnHood.AppLib.Test,6,28,S7-024;S7-028,descendant-accountability
VpnHood-develop,tests/VpnHood.AppLib.Test/Dom,1,1,S7-028,descendant-accountability
VpnHood-develop,tests/VpnHood.AppLib.Test/Providers,9,9,S7-028,descendant-accountability
VpnHood-develop,tests/VpnHood.AppLib.Test/Tests,12,12,S7-024;S7-028,descendant-accountability
VpnHood-develop,tests/VpnHood.Core.TcpStack.Test,7,7,S7-028,descendant-accountability
VpnHood-develop,tests/VpnHood.Test,12,71,S7-024;S7-028,descendant-accountability
VpnHood-develop,tests/VpnHood.Test/AccessManagers,3,3,S7-028,descendant-accountability
VpnHood-develop,tests/VpnHood.Test/Assets,1,1,S7-028,descendant-accountability
VpnHood-develop,tests/VpnHood.Test/Device,7,7,S7-028,descendant-accountability
VpnHood-develop,tests/VpnHood.Test/Dom,1,1,S7-028,descendant-accountability
VpnHood-develop,tests/VpnHood.Test/Extensions,3,3,S7-028,descendant-accountability
VpnHood-develop,tests/VpnHood.Test/Packets,2,2,S7-028,descendant-accountability
VpnHood-develop,tests/VpnHood.Test/Providers,8,8,S7-028,descendant-accountability
VpnHood-develop,tests/VpnHood.Test/QuicTesters,2,2,S7-028,descendant-accountability
VpnHood-develop,tests/VpnHood.Test/Tests,30,32,S7-024;S7-028,descendant-accountability
VpnHood-develop,tests/VpnHood.Test/Tests/Servers,2,2,S7-028,descendant-accountability
nthlink-outline-main,examples,0,2,S7-048;S7-049,descendant-accountability
nthlink-outline-main,examples/connectivity,1,1,S7-048,descendant-accountability
nthlink-outline-main,examples/fetch,1,1,S7-049,descendant-accountability
MasterDnsVPN-main,.github,1,4,S7-034,descendant-accountability
MasterDnsVPN-main,.github/workflows,3,3,S7-034,descendant-accountability
MasterDnsVPN-main,assets,2,2,S7-035,descendant-accountability
MasterDnsVPN-main,cmd,0,5,S7-032,descendant-accountability
MasterDnsVPN-main,cmd/client,3,3,S7-032,descendant-accountability
MasterDnsVPN-main,cmd/server,2,2,S7-032,descendant-accountability
MasterDnsVPN-main,docker,5,5,S7-034,descendant-accountability
MasterDnsVPN-main,internal,0,127,S7-030;S7-031;S7-032;S7-033;S7-035,descendant-accountability
MasterDnsVPN-main,internal/arq,2,2,S7-031,descendant-accountability
MasterDnsVPN-main,internal/basecodec,8,8,S7-030,descendant-accountability
MasterDnsVPN-main,internal/client,31,40,S7-030;S7-032,descendant-accountability
MasterDnsVPN-main,internal/client/handlers,9,9,S7-030;S7-032,descendant-accountability
MasterDnsVPN-main,internal/compression,2,2,S7-033,descendant-accountability
MasterDnsVPN-main,internal/config,7,7,S7-035,descendant-accountability
MasterDnsVPN-main,internal/dnscache,2,2,S7-033,descendant-accountability
MasterDnsVPN-main,internal/dnsparser,7,7,S7-035,descendant-accountability
MasterDnsVPN-main,internal/domainmatcher,2,2,S7-035,descendant-accountability
MasterDnsVPN-main,internal/enums,7,7,S7-031;S7-035,descendant-accountability
MasterDnsVPN-main,internal/fragmentstore,2,2,S7-031,descendant-accountability
MasterDnsVPN-main,internal/inflight,1,1,S7-035,descendant-accountability
MasterDnsVPN-main,internal/logger,4,4,S7-035,descendant-accountability
MasterDnsVPN-main,internal/mlq,2,2,S7-035,descendant-accountability
MasterDnsVPN-main,internal/netutil,1,1,S7-035,descendant-accountability
MasterDnsVPN-main,internal/runtimepath,1,1,S7-035,descendant-accountability
MasterDnsVPN-main,internal/security,3,3,S7-035,descendant-accountability
MasterDnsVPN-main,internal/socksproto,3,3,S7-035,descendant-accountability
MasterDnsVPN-main,internal/streamutil,1,1,S7-032,descendant-accountability
MasterDnsVPN-main,internal/udpserver,21,21,S7-030;S7-032;S7-035,descendant-accountability
MasterDnsVPN-main,internal/version,1,1,S7-035,descendant-accountability
MasterDnsVPN-main,internal/vpnproto,10,10,S7-032;S7-035,descendant-accountability
MasterDnsVPN-main,scripts,0,2,S7-035,descendant-accountability
MasterDnsVPN-main,scripts/bench,2,2,S7-035,descendant-accountability
EasyTier-main,.cargo,1,1,S7-020,descendant-accountability
EasyTier-main,.github,0,13,S7-020,descendant-accountability
EasyTier-main,.github/ISSUE_TEMPLATE,2,2,S7-020,descendant-accountability
EasyTier-main,.github/actions,0,2,S7-020,descendant-accountability
EasyTier-main,.github/actions/prepare-build,1,1,S7-020,descendant-accountability
EasyTier-main,.github/actions/prepare-pnpm,1,1,S7-020,descendant-accountability
EasyTier-main,.github/workflows,9,9,S7-020,descendant-accountability
EasyTier-main,assets,18,18,S7-020,descendant-accountability
EasyTier-main,docs,4,4,S7-020,descendant-accountability
EasyTier-main,easytier,6,151,S7-016;S7-017;S7-019;S7-020,descendant-accountability
EasyTier-main,easytier/benches,2,2,S7-020,descendant-accountability
EasyTier-main,easytier/build,1,1,S7-020,descendant-accountability
EasyTier-main,easytier/docs,3,3,S7-016;S7-020,descendant-accountability
EasyTier-main,easytier/locales,1,1,S7-020,descendant-accountability
EasyTier-main,easytier/src,5,126,S7-016;S7-017;S7-019;S7-020,descendant-accountability
EasyTier-main,easytier/src/arch,2,2,S7-020,descendant-accountability
EasyTier-main,easytier/src/common,14,30,S7-016;S7-020,descendant-accountability
EasyTier-main,easytier/src/common/ifcfg,6,9,S7-020,descendant-accountability
EasyTier-main,easytier/src/common/ifcfg/win,3,3,S7-020,descendant-accountability
EasyTier-main,easytier/src/common/log,4,4,S7-020,descendant-accountability
EasyTier-main,easytier/src/common/tracing_rolling_appender,3,3,S7-020,descendant-accountability
EasyTier-main,easytier/src/gateway,5,7,S7-017,descendant-accountability
EasyTier-main,easytier/src/gateway/fast_socks5,2,2,S7-017,descendant-accountability
EasyTier-main,easytier/src/instance,14,36,S7-016;S7-019;S7-020,descendant-accountability
EasyTier-main,easytier/src/instance/dns_server,7,10,S7-019;S7-020,descendant-accountability
EasyTier-main,easytier/src/instance/dns_server/system_config,3,3,S7-020,descendant-accountability
EasyTier-main,easytier/src/instance/public_ipv6_provider,2,2,S7-020,descendant-accountability
EasyTier-main,easytier/src/instance/runtime_host,7,7,S7-020,descendant-accountability
EasyTier-main,easytier/src/instance/windows_udp_broadcast,3,3,S7-020,descendant-accountability
EasyTier-main,easytier/src/proto,2,4,S7-020,descendant-accountability
EasyTier-main,easytier/src/proto/rpc,2,2,S7-020,descendant-accountability
EasyTier-main,easytier/src/rpc_service,3,3,S7-020,descendant-accountability
EasyTier-main,easytier/src/service_manager,1,1,S7-020,descendant-accountability
EasyTier-main,easytier/src/socket,4,16,S7-020,descendant-accountability
EasyTier-main,easytier/src/socket/fake_tcp,4,9,S7-020,descendant-accountability
EasyTier-main,easytier/src/socket/fake_tcp/netfilter,5,5,S7-020,descendant-accountability
EasyTier-main,easytier/src/socket/udp_src,3,3,S7-020,descendant-accountability
EasyTier-main,easytier/src/tests,5,5,S7-020,descendant-accountability
EasyTier-main,easytier/src/tunnel,6,11,S7-017;S7-020,descendant-accountability
EasyTier-main,easytier/src/tunnel/protocol,0,4,S7-017;S7-020,descendant-accountability
EasyTier-main,easytier/src/tunnel/protocol/adapters,4,4,S7-017;S7-020,descendant-accountability
EasyTier-main,easytier/src/tunnel/quic,1,1,S7-020,descendant-accountability
EasyTier-main,easytier/src/utils,3,3,S7-020,descendant-accountability
EasyTier-main,easytier/src/vpn_portal,2,2,S7-017;S7-020,descendant-accountability
EasyTier-main,easytier/src/web_client,1,1,S7-020,descendant-accountability
EasyTier-main,easytier/third_party,0,12,S7-020,descendant-accountability
EasyTier-main,easytier/third_party/arm64,4,4,S7-020,descendant-accountability
EasyTier-main,easytier/third_party/i686,4,4,S7-020,descendant-accountability
EasyTier-main,easytier/third_party/x86_64,4,4,S7-020,descendant-accountability
EasyTier-main,easytier-contrib,0,153,S7-016;S7-018;S7-019;S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-android-jni,6,18,S7-018,descendant-accountability
EasyTier-main,easytier-contrib/easytier-android-jni/kotlin,0,4,S7-018,descendant-accountability
EasyTier-main,easytier-contrib/easytier-android-jni/kotlin/com,0,4,S7-018,descendant-accountability
EasyTier-main,easytier-contrib/easytier-android-jni/kotlin/com/easytier,0,4,S7-018,descendant-accountability
EasyTier-main,easytier-contrib/easytier-android-jni/kotlin/com/easytier/jni,4,4,S7-018,descendant-accountability
EasyTier-main,easytier-contrib/easytier-android-jni/src,8,8,S7-018,descendant-accountability
EasyTier-main,easytier-contrib/easytier-ffi,3,18,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-ffi/examples,2,3,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-ffi/examples/go,1,1,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-ffi/src,9,12,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-ffi/src/data_plane,3,3,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-magisk,10,15,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-magisk/META-INF,0,2,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-magisk/META-INF/com,0,2,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-magisk/META-INF/com/google,0,2,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-magisk/META-INF/com/google/android,2,2,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-magisk/config,2,2,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-magisk/system,0,1,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-magisk/system/etc,1,1,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-mini,5,6,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-mini/src,1,1,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-ohrs,7,43,S7-016;S7-019;S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-ohrs/package,5,6,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-ohrs/package/src,0,1,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-ohrs/package/src/main,1,1,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-ohrs/src,8,30,S7-016;S7-019;S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-ohrs/src/config,0,8,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-ohrs/src/config/repository,1,1,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-ohrs/src/config/services,3,3,S7-020,descendant-accountability
EasyTier-main,easytier-contrib/easytier-ohrs/src/config/storage,2,2,S7-020,descendant-accountability
